Number of train, features: (5447, 15)
Number of test, features: (1362, 15)

Column: text

bert	0.8072487656044205	0.011661879493819707	0.8179205244681153	0.78237013888027	0.01687123417778081	0.7840384185050012	0.6770208551908383	0.020155670284290387	0.7189877944665409	0.7526821500867343	0.02098451011823313	0.7653622663959107	0.7820728283835268	0.015656558769173233	0.8181083878778181	
doc2vec	0.737784542701316	0.014451778801356974	0.7394597009943265	0.7139411069452478	0.0176853588949996	0.6949413007285193	0.6264288594761587	0.009635716175814015	0.6260677405954468	0.673625968305803	0.022217111070376515	0.6797369663209716	0.7422294338626434	0.018299173018082305	0.7396631743090298	
tfidf	0.7839743387795851	0.029089086657708128	0.8008045816263955	0.751578533120622	0.01929641396921987	0.770222981573434	0.7002766738268512	0.018656089315479078	0.6715943165012724	0.7241195473192297	0.02047078118038484	0.7408907937171832	0.4369726026497651	0.02162614979074925	0.44001116222615977	
tfidf, features=5000	0.7853497344637301	0.025392272996303363	0.8009607053613856	0.527550393865115	0.01720841817192249	0.5366462979681744	0.6739487026346447	0.01291560850212896	0.6827951199886537	0.7339582496129747	0.021991395114796558	0.7212877132586989	0.43688992230284046	0.014791008379508405	0.44001116222615977	
tfidf, ngrams=(1,2), features=5000	0.7843197948801955	0.018122665162065423	0.7970615290021006	0.5291597262942423	0.025076448377667048	0.548813023788328	0.6770495366862497	0.008500001543123416	0.6828488346188905	0.7286890111266683	0.01657400432793954	0.7334725530514272	0.4372254646638086	0.03453785427374501	0.44001116222615977	
tfidf, ngrams=(2,2), features=5000	0.7042281736416712	0.018680668418314793	0.7167224667181281	0.5897760787636819	0.02317160073143792	0.617788098517532	0.6464148801632297	0.020138868988594794	0.6518252044706626	0.6800693720702339	0.017018630928720014	0.6666570406860802	0.4370949574232833	0.028340127782245417	0.44001116222615977	
tfidf, min_df=0.05	0.6582343276746557	0.020043006377304197	0.6698567453003625	0.6140143304797615	0.023257783129624385	0.6072723361304408	0.6212115431503398	0.021722532724447	0.6292164515142122	0.6269048590625539	0.022124984752787843	0.6421477345564888	0.6437157933836857	0.013457222414009457	0.6626985869150139	
bow	0.7876010923892937	0.019913004513595258	0.7983508267474928	0.6419163017676783	0.033729001442997265	0.6806193313459126	0.7205229297992369	0.015615811385216184	0.7121341255959707	0.7348998347464302	0.020290937319002812	0.7506415693404972	0.4370249056636368	0.02551657328849878	0.44001116222615977	
bow, features=5000	0.7769585807201997	0.014156209190186085	0.7923335467175973	0.6048834694990968	0.015648760878668816	0.627963257363026	0.7012387422074644	0.015869109770524165	0.7086649776244327	0.7406692841873616	0.02160232377066812	0.7496440879762553	0.43690799528932817	0.015982534785436233	0.44001116222615977	
bow, ngrams=(1,2), features=5000	0.7772499699114813	0.020738525556597415	0.8021136332598449	0.5930011700281846	0.037945271791479836	0.6072304091642644	0.700573117399896	0.013126276034315754	0.6987011981418522	0.7380284591956598	0.015362485747439857	0.7598073323187685	0.43702645507156107	0.02458713847371519	0.44001116222615977	
bow, ngrams=(2,2), features=5000	0.7225527453696614	0.018492576379789485	0.7201081400984677	0.6098893521063575	0.01747753710976278	0.6207984228065674	0.6494638209357858	0.019739364382428865	0.6605693682238505	0.680506382934548	0.02058438852791931	0.6846192262296453	0.43715506445369146	0.030935666207366017	0.44001116222615977	
bow, min_df=0.05	0.6442921948937529	0.02020171174717414	0.6631481109821409	0.6150711051209597	0.0165955323093221	0.6573464606319106	0.6184901709705836	0.019316819102467523	0.6322114928735681	0.633005286026888	0.025170596259060346	0.6398912762032164	0.6519744319448824	0.02555179442035273	0.6739428907790349	

Column: processed

bert	0.7989459708273566	0.014199728341225617	0.7986763522574282	0.7685208742136149	0.022292592128343832	0.7714916024229076	0.6830805376055784	0.014750100056706333	0.6779881091494973	0.7493123677495903	0.013485326839105161	0.7552532049519387	0.7762948265408014	0.01920627685653531	0.7879189086874143	
doc2vec	0.7508758295328853	0.011170843550279292	0.7541742784613177	0.7432599595219962	0.02236926549745797	0.734127579090842	0.6195640771930886	0.018405642140127874	0.6149414329543262	0.6733760048495809	0.023130258314091507	0.6737335478572913	0.7575184492802063	0.01323900608050549	0.7540450839858405	
tfidf	0.7837125884178764	0.016328346566179465	0.7954564336303379	0.7547263217850009	0.019274182628285095	0.7670110456076703	0.6858412564955382	0.017113090933634115	0.6561388388163517	0.7316926510764153	0.017635671448418305	0.7421375022248189	0.43698741674488817	0.022662165342265558	0.44001116222615977	
tfidf, features=5000	0.781877010816077	0.02288597094733393	0.7935837877037075	0.7288663794156756	0.019446895046595795	0.7544427903761064	0.6699567871944455	0.015006658254409	0.6863170666058664	0.736469023840834	0.017631143507991432	0.7450697722750839	0.43689295421384766	0.014976959827255406	0.44001116222615977	
tfidf, ngrams=(1,2), features=5000	0.7856343307784565	0.01938619806326209	0.7958793339052986	0.7012804742744877	0.025772762410443177	0.7036722314226034	0.6822012683795332	0.02754156215414932	0.6802955706691965	0.7299855868762409	0.01791534042159816	0.744059694177931	0.4371578643507794	0.03102977693719269	0.44001116222615977	
tfidf, ngrams=(2,2), features=5000	0.7157300255261021	0.02004993208208217	0.7193012413997831	0.6043536963816176	0.028818523299652527	0.6206881953274557	0.6733766774607344	0.01933261185552617	0.6653095900895417	0.6991284825197431	0.02388940121948603	0.6848340974807402	0.4374799738673528	0.04474989971238773	0.44001116222615977	
